municipio,estado,area,populacao,dens_demografica,domicilios,renda_media,renda_nominal,pea_dia,populacao_trabalha,quantidade,dom_f_renda_a2mais_40mais,dom_f_renda_a2mais_34a40,dom_f_renda_a2mais_30a34,dom_f_renda_a2mais_28a30,dom_f_renda_a2mais,dom_f_renda_amais_21a28,dom_f_renda_amais_16a21,dom_f_renda_amais,dom_f_renda_b1_13a16,dom_f_renda_b1_11a13,dom_f_renda_b1_8a11,dom_f_renda_b1,dom_f_renda_b2_5a8,dom_f_renda_4a5,dom_f_renda_b2,dom_f_renda_c1_2a4,dom_f_renda_c1,dom_f_renda_c2_1a2,dom_f_renda_c2,dom_f_renda_d_1a1,dom_f_renda_d,dom_f_renda_e_ate1,dom_f_renda_e,renda_nominal_f_a2mais,renda_nominal_f_a,renda_nominal_f_b1,renda_nominal_f_b2,renda_nominal_f_c1,renda_nominal_f_c2,renda_nominal_f_d,renda_nominal_f_e,pop_f_etaria_ate4,pop_f_etaria_5a9,pop_f_etaria_ate9,pop_f_etaria_10a14,pop_f_etaria_15a19,pop_f_etaria_20a24,pop_f_etaria_25a29,pop_f_etaria_30a34,pop_f_etaria_25a34,pop_f_etaria_35a39,pop_f_etaria_40a44,pop_f_etaria_45a49,pop_f_etaria_35a49,pop_f_etaria_50a54,pop_f_etaria_55a59,pop_f_etaria_50a59,pop_f_etaria_60a64,pop_f_etaria_65a69,pop_f_etaria_70a74,pop_f_etaria_75a79,pop_f_etaria_80mais,pop_f_etaria_60mais,pop_homem,pop_mulher,instru_sem_inst_ou_fund_incompleto,instru_fund_completo_med_incompleto,instru_med_completo_sup_incompleto,instru_sup_completo,instru_n_determinado,domicilios_t_casa,domicilios_t_vila_condomnio,domicilios_t_apartamento,domicilios_t_outrotipo,domicilios_c_ocupa_proprio_aquis,domicilios_c_ocupa_proprio_quitado,domicilios_c_ocupa_proprio,domicilios_c_ocupa_alugado,domicilios_c_ocupa_ced_empregador,domicilios_c_ocupa_ced_outros,domicilios_c_ocupa_ced,domicilios_c_ocupa_outros,dom_n_moradores_1,dom_n_moradores_2,dom_n_moradores_3,dom_n_moradores_4,dom_n_moradores_5mais,f_pea_dia_20mais,f_pea_dia_15a20,f_pea_dia_9a15,f_pea_dia_5a10,f_pea_dia_3a5,f_pea_dia_2a3,f_pea_dia_1a2,f_pea_dia_ate1,f_pop_trabalha_20mais,f_pop_trabalha_15a20,f_pop_trabalha_10a15,f_pop_trabalha_5a10,f_pop_trabalha_3a5,f_pop_trabalha_2a3,f_pop_trabalha_1a2,f_pop_trabalha_ate1,pot_cons_a,pot_cons_b1,pot_cons_b2,pot_cons_c1,pot_cons_c2,pot_cons_de,domicliosportipo,pot_cons_a_brinq_jogos,pot_cons_b1_brinq_jogos,pot_cons_b2_brinq_jogos,pot_cons_c1_brinq_jogos,pot_cons_c2_brinq_jogos,pot_cons_de_brinq_jogos,pot_cons_a_cel_acess,pot_cons_b1_cel_acess,pot_cons_b2_cel_acess,pot_cons_c1_cel_acess,pot_cons_c2_cel_acess,pot_cons_de_cel_acess,pot_cons_a_outros_recrea_cultura,pot_cons_b1_outros_recrea_cultura,pot_cons_b2_outros_recrea_cultura,pot_cons_c1_outros_recrea_cultura,pot_cons_c2_outros_recrea_cultura,pot_cons_de_outros_recrea_cultura,pot_cons_a_period_livros_rev,pot_cons_b1_period_livros_rev,pot_cons_b2_period_livros_rev,pot_cons_c1_period_livros_rev,pot_cons_c2_period_livros_rev,pot_cons_de_period_livros_rev,pot_cons_a_rec_esport,pot_cons_b1_rec_esport,pot_cons_b2_rec_esport,pot_cons_c1_rec_esport,pot_cons_c2_rec_esport,pot_cons_de_rec_esport,pot_cons_a_recrea_cultura,pot_cons_b1_recrea_cultura,pot_cons_b2_recrea_cultura,pot_cons_c1_recrea_cultura,pot_cons_c2_recrea_cultura,pot_cons_de_recrea_cultura,pot_cons_a_eletrod_equip,pot_cons_b1_eletrod_equip,pot_cons_b2_eletrod_equip,pot_cons_c1_eletrod_equip,pot_cons_c2_eletrod_equip,pot_cons_de_eletrod_equip,pot_cons_a_instru_prod_upessoal,pot_cons_b1_instru_prod_upessoal,pot_cons_b2_instru_prod_upessoal,pot_cons_c1_instru_prod_upessoal,pot_cons_c2_instru_prod_upessoal,pot_cons_de_instru_prod_upessoal,pot_cons_a_perfume,pot_cons_b1_perfume,pot_cons_b2_perfume,pot_cons_c1_perfume,pot_cons_c2_perfume,pot_cons_de_perfume,pot_cons_a_prod_cabelo,pot_cons_b1_prod_cabelo,pot_cons_b2_prod_cabelo,pot_cons_c1_prod_cabelo,pot_cons_c2_prod_cabelo,pot_cons_de_prod_cabelo,pot_cons_a_sabonete,pot_cons_b1_sabonete,pot_cons_b2_sabonete,pot_cons_c1_sabonete,pot_cons_c2_sabonete,pot_cons_de_sabonete,pot_cons_a_hig_cuidado_pess,pot_cons_b1_hig_cuidado_pess,pot_cons_b2_hig_cuidado_pess,pot_cons_c1_hig_cuidado_pess,pot_cons_c2_hig_cuidado_pess,pot_cons_de_hig_cuidado_pess,codigo_loja
Blumenau,SC,"115,93818","1544,15584","1151,8635","591,02893","3579,4492999999998","1651026,6500700002","659,56","543,56","115,56","0,0","0,0","0,0","0,0","0,0","0,0","117,03386","117,03386","117,0973","116,92886","129,22472","134,13088","155,28576","169,04593","209,77169","288,32962","288,32962","227,34557999999998","227,34557999999998","123,55692","123,55692","178,22037","178,22037","0,0","47552,68086","205020,08547","536184,14043","585159,4728600001","219119,70898999998","11242,343859999999","47435,57759","261,14446","226,87865","373,4631","216,08044999999998","197,26666","222,09918","250,69266000000002","308,93620999999996","445,06886000000003","305,62994000000003","237,92866","173,02955","487,46815","172,07793","154,56897","212,0869","147,93073","128,71123","134,01049","116,74224000000001","123,38784","192,54252","845,0409299999999","813,67491","857,0224599999999","394,95102","439,61492000000004","187,6107","123,19674","337,56","0,0","171,56","0,0","156,56","277,56","319,56","178,56","118,56","120,56","124,56","115,56","133,56","178,56","211,56","189,56","149,56","0,0","0,0","118,56","141,56","233,56","284,56","319,56","134,56","0,0","0,0","115,56","131,56","218,56","235,56","288,56","126,56","997374,51188","3890159,88816","7464500,53943","7160195,8604999995","1992287,86956","945397,0848300001","394,56","1201,29286","5188,062820000001","10690,44217","13166,623609999999","3749,20927","181,36645","6417,9091100000005","22137,60625","54385,59115","33015,32227","10416,198199999999","330,94801","4432,98138","11671,86145","17814,727460000002","18375,9887","3458,19797","1263,85576","1967,65071","8862,14027","6756,460580000001","6674,36444","1830,54309","762,0287900000001","4263,707200000001","20540,09659","26389,31409","14591,367019999998","11610,10746","2073,72461","17825,30126","67941,52738999999","115578,29544999999","85365,42605","30606,01597","4153,68363","7558,6718200000005","53222,99475","112420,55916","130667,88176999999","47688,051759999995","14543,686580000001","10195,14481","79962,61971","158051,74122999999","151394,81790999998","54748,19006","12064,0384","5645,40948","26142,30509","72288,10441","66590,79127999999","23376,957850000003","7871,47435","2597,49673","13820,605669999999","37367,00705","39019,256669999995","13137,65214","8203,789840000001","1058,55486","5684,60972","14778,72277","20723,55653","6677,14638","1955,4089099999999","19152,925880000003","125266,4602","282141,89547","277384,74239","97596,26643","29751,0315",64
Vila Velha,ES,"114,75581","1058,12038","4933,40678","434,47942","4370,272440000001","1361599,60488","5392,56","5155,56","115,56","0,0","0,0","0,0","0,0","0,0","0,0","125,19257","125,19257","133,76832000000002","117,19127","131,82837","153,66796","125,95066","144,09379","155,48446","182,71775","182,71775","207,39827","207,39827","121,91911","121,91911","175,45929999999998","175,45929999999998","0,0","200146,63522999999","486320,10967","220175,8338","222361,15522","176038,68641","9090,63392","48153,910639999995","200,36766","195,39124","281,19891","186,66661","171,1569","192,64169","203,48879","179,09856000000002","268,02735","206,50304","173,84899000000001","171,83592","323,06795","169,82982","175,32892","230,59874000000002","151,03217","127,94082","134,75463","129,24175","121,95286","206,68222","565,60614","607,0742399999999","462,77887000000004","219,20433","410,04882000000003","302,11248","122,21587","325,56","0,0","162,56","0,0","121,56","285,56","292,56","188,56","0,0","121,56","121,56","0,0","143,56","184,56","186,56","175,56","155,56","121,56","124,56","154,56","368,56","525,56","921,56","3334,56","643,56","121,56","124,56","154,56","354,56","509,56","869,56","3236,56","586,56","1294170,09573","5427062,83129","2974449,30148","3092908,3697900004","1933126,1807900001","452864,8923","373,56","1126,10267","8554,047340000001","4352,664400000001","3670,6912299999995","2134,8698","313,61386","2969,87135","29184,631110000002","16302,209299999999","15857,23724","11456,82504","846,2634599999999","1203,81773","20200,17379","5857,92755","2760,59098","1302,7200699999999","689,5192200000001","1842,10626","3705,68074","1340,85284","1416,95867","600,33476","211,16464000000002","5116,936360000001","22559,735080000002","7831,193120000001","6318,41491","2810,55267","1215,12833","11800,594369999999","83746,02805","35226,6072","29565,65303","17847,06234","2817,44951","7215,429510000001","53302,33666","48497,06383","50695,65616","40218,400799999996","12345,850569999999","10365,617189999999","53262,90871","46254,21961","65075,597579999994","47010,44993","13334,53491","2453,0184","35619,18069","23231,66902","26529,064300000002","12623,061099999999","4345,466710000001","2931,0956499999998","15076,75009","16156,27109","22268,64772","14066,92086","3813,99338","951,5921900000001","8210,36537","7302,146590000001","10164,88514","8549,93098","2302,08562","16357,64343","111825,52485999999","92600,62630999999","123694,51475","81906,68288","23452,40062",84
Vitória,ES,"115,75548","805,1336699999999","692,21523","361,26111000000003","25377,140320000002","6232421,12278","8904,56","8673,56","115,56","182,23487","115,29505","115,88823000000001","121,77873","191,51688000000001","156,656","128,88845","170,98444","131,96576","121,16295","146,46414000000001","170,47285","119,05224","118,35186","122,8441","130,51908","130,51908","121,91745","121,91745","116,85556","116,85556","138,07073","138,07073","4171294,22744","1280432,25359","643494,2533800001","48947,870619999994","54877,465729999996","14590,034469999999","2887,21866","16699,7189","141,13519","143,0504","169,62559","144,82808","138,82657","157,79813000000001","159,68062","171,07681","216,19742000000002","160,42958","151,0855","140,68694","223,08202","147,00891000000001","162,05098","194,49988000000002","181,03731","174,17233000000002","167,82335","136,01222","161,39077","362,19599","456,35835000000003","463,33532","252,75144","153,82346","286,3828","451,66659","118,74940000000001","319,56","0,0","117,56","0,0","121,56","293,56","300,56","131,56","0,0","118,56","118,56","115,56","123,56","170,56","162,56","171,56","160,56","176,56","221,56","296,56","960,56","1238,56","1655,56","4342,56","814,56","158,56","164,56","273,56","921,56","1216,56","1630,56","4308,56","801,56","6,743927546982E7","9443546,29316","577310,49274","395960,92292","144864,05550999998","697072,88957","322,56","42293,36253","8874,27681","264,84897","255,18652","182,73401","1378,5528199999999","301122,38061","21089,500930000002","3494,92235","3876,38953","415,04346000000004","8186,983","426101,60284","21851,582690000003","1600,84879","1588,8055299999999","472,9979","6638,0938400000005","91112,06507","26357,4784","817,19804","822,12807","257,51597000000004","2729,87991","264482,90658","29982,2765","1095,8051","1172,56936","422,30607000000003","5769,308910000001","1124654,07763","107696,87531999999","6815,38324","7256,83901","1292,3574099999998","24244,57847","588291,81675","59065,50825","5389,425010000001","11114,33629","4349,20893","18779,834300000002","458005,36183","94648,08971","6586,79835","8677,6925","5562,93476","256,95956","396840,1368","18131,00614","1983,47035","4576,20895","2997,51462","1502,84501","123310,96964","35945,28696","3531,89507","4442,860770000001","1091,1766","1001,5535300000001","33280,46516","11467,06659","980,8956599999999","1102,54196","426,29799","360,23109999999997","1011093,25343","159847,76939","12739,37942","18455,624170000003","9734,24398","2777,9092",13
Uberlândia,MG,"114,89505","899,59944","2457,58722","454,42542000000003","5819,6423","1939074,7760400001","1926,56","1771,56","115,56","117,51675","116,4971","118,98575","115,81567","125,13527","116,88409","120,66557","122,98966","120,34805","121,62936","139,31833","152,17573","155,9883","147,28039","188,70870000000002","192,24528","192,24528","184,63675999999998","184,63675999999998","122,13741","122,13741","168,31662","168,31662","484478,71147","172856,5953","405701,83944999997","434981,02633","255364,56879","135443,79469","9368,71035","41681,44966","147,96929","163,292","196,70129","145,61247","156,92493000000002","189,16169000000002","183,86237","167,81497","237,11735","177,9697","174,62778","156,28343","279,76091","164,21471","166,34094","215,99565","160,23886","154,00722000000002","146,77902","136,22963000000001","141,23042","280,24516","518,3403900000001","495,81905","448,69718","257,76529","335,12703","199,01965","117,23028000000001","329,56","0,0","157,56","0,0","120,56","218,56","224,56","242,56","118,56","130,56","134,56","0,0","174,56","194,56","175,56","163,56","136,56","121,56","119,56","141,56","299,56","303,56","501,56","994,56","246,56","118,56","118,56","139,56","282,56","286,56","470,56","939,56","217,56","6885068,828360001","8199133,1086","7650659,21687","3358741,2194700004","1215365,77443","324129,91694","372,56","10064,8764","12799,3956","18412,641920000002","5682,7006200000005","1543,40958","514,4596799999999","32018,179600000003","55797,743169999994","65929,70599999999","25250,39497","9552,58965","4448,050840000001","39538,702979999995","54969,53072","20307,750330000003","4354,0797","1623,8102999999999","3350,53695","9169,96025","7091,12603","5850,7379","2066,37052","950,2005900000001","892,6342299999999","28243,892660000005","46472,05697","30125,340640000002","6634,52263","1684,3695699999998","409,60242","118577,37189","176671,6125","140167,93679","43529,82844","14896,13968","9157,044119999999","50910,56886","95052,37817","124741,59849","63912,15999","28905,76858","7500,263309999999","66470,86792","140669,75569000002","172325,34463","75502,84922","34900,12872","9644,72558","39418,428629999995","47693,97158","69146,65965","29007,17695","9370,269769999999","2894,16131","13816,905579999999","31708,828820000002","42462,42409","22594,393930000002","9629,686169999999","3007,40671","6818,36078","13349,534889999999","19734,39243","11162,68226","5171,72043","1587,5938899999999","126180,88291","233078,41097","303325,1408","137923,42236","58728,1251","16790,20749",58
Vinhedo,SP,"114,67635","873,38312","6636,43555","398,78362000000004","5334,957160000001","1483874,72049","716,56","532,56","115,56","0,0","116,12284","116,00322","115,15856000000001","118,16462","115,82444","121,78496","123,04941000000001","120,6352","118,81697","154,13392","164,46609","140,66648","144,39102","170,4975","186,15016","186,15016","160,6158","160,6158","122,19148","122,19148","155,56856","155,56856","123162,68956","165872,95507999999","508936,81584","320158,12222","239055,16388","87534,75377","9467,72464","30488,415500000003","139,18027","140,09422","164,7145","140,89932","152,02805","169,78891","151,10612","171,65694","208,20305000000002","173,27519","157,62213","181,29408","283,07140000000004","172,82958000000002","182,39330999999999","240,66289","183,29028","147,68056","153,64488","141,27515","148,28412","315,93498999999997","455,0475","532,89562","433,77901","213,85879","316,83688","246,01453999999998","121,1339","292,56","0,0","144,56","0,0","115,56","239,56","240,56","176,56","116,56","132,56","134,56","0,0","153,56","183,56","162,56","157,56","138,56","118,56","121,56","129,56","187,56","191,56","251,56","360,56","157,56","118,56","119,56","126,56","158,56","170,56","206,56","301,56","132,56","7684046,829939999","9566631,565580001","5292858,41073","3079773,3598900004","783167,4241500001","316977,64531999995","322,56","5481,90459","13533,31","8707,87363","5870,954710000001","1196,9916799999999","390,28769","27159,018480000002","53390,18488","32908,76673999999","20091,31679","4568,86465","921,26956","28313,07374","34059,02591","13438,39522","6904,4614599999995","1517,5781399999998","2026,64975","7118,18958","15164,241909999999","6807,78721","1557,0225699999999","339,16226","878,63616","38582,9435","48283,0652","17889,48195","7276,47968","4459,670700000001","302,13779","106196,88988","163971,58789999998","79294,06474","41241,9952","11624,02742","4060,74095","54346,31976","144832,44006","88239,28233999999","65152,14252","18569,87738","8456,36696","61245,88514","156209,09592999998","111339,97336","69586,01168","20582,522670000002","13218,77513","30880,59417","51703,88245","48169,92848","25977,23625","11159,60954","3369,81135","13870,84498","32593,735640000003","26488,632510000003","16296,84871","5929,08031","2247,34632","6284,9106","15705,1902","11665,622749999999","8876,38385","3227,8556","1268,48585","111938,55488","255868,22423","197320,47711","120392,80049","40555,388119999996","19760,738650000003",75
Votorantim,SP,"115,3929","2634,5785300000002","3140,16637","789,4320499999999","10017,62103","6683413,64669","250,56","163,56","115,56","133,29313","116,08008000000001","128,63592","118,09428","152,42341","135,14625","136,73402","157,32027","164,87601","184,77564","199,05292","319,58456","209,17714999999998","191,6088","286,22594","224,33492","224,33492","171,27245","171,27245","119,17221","119,17221","161,01828","161,01828","1818445,91093","917240,4344100001","2425212,77866","1003019,7650700001","369205,59622","108799,57196","5730,5972600000005","36560,912169999996","235,9495","255,94873","377,33823","254,70325","222,6096","239,26655","388,96649","405,06526","679,4717499999999","473,02595","277,74438","221,37861","743,0289400000001","341,25251000000003","179,84453000000002","406,53704","223,26309","210,01993","238,38196","147,14893","152,96926000000002","513,5431699999999","1343,1150499999999","1406,0234799999998","1241,37744","499,33072","864,9521400000001","372,59823","0,0","174,56","0,0","180,56","0,0","121,56","195,56","202,56","147,56","115,56","118,56","119,56","0,0","139,56","157,56","149,56","135,56","122,56","115,56","0,0","117,56","137,56","137,56","141,56","164,56","123,56","115,56","0,0","0,0","115,56","117,56","124,56","146,56","116,56","2,7708885384540003E7","4,9200429338740006E7","1,4747934522610001E7","4843583,309049999","933748,20845","424522,40987","240,56","72929,49183","58116,19707999999","32255,496880000002","6207,20164","720,0934299999999","157,40854000000002","172651,23795","331754,01808","59586,02275","63037,68841","10856,91461","911,35735","89281,08962999999","247815,60977","29300,67015","10577,403489999999","2737,49134","407,18607000000003","33585,00993","42312,41069","10120,76578","2490,96886","1531,9468699999998","199,97985","121333,28705","239392,86995","55370,0324","13509,87698","7363,40888","570,71573","489321,87638999993","918932,8655900001","186174,74796","95364,89938999999","22751,61514","1788,40754","209120,66302","513984,41002999997","257010,15662999998","108316,44662999999","26775,917970000002","14856,4278","264841,67406999995","743651,7127600001","326004,8282","140321,7363","25388,6384","12861,03845","195242,28086","626772,63355","193321,14326","45358,611919999996","15514,72162","6665,188910000001","44122,172719999995","207263,82295","71607,02671","32358,758910000004","7136,798250000001","2459,51987","20834,85521","70596,92748","34643,02026","15742,419179999999","4450,9243400000005","1733,51803","524697,3028500001","1647941,41674","625232,33842","233437,8463","52147,40261","23375,58527",18
Araçatuba,SP,"114,8385","800,5143599999999","2577,61379","464,78251","9709,86104","3360604,92913","1838,56","1608,56","115,56","120,2694","115,20655000000001","114,6357","114,60127","121,03292","154,39458000000002","128,62712","168,46169","126,79234","127,81747","174,20074","199,69055","151,69771","153,00560000000002","190,14332000000002","165,14592","165,14592","139,19404","139,19404","117,53413","117,53413","165,49993","165,49993","521332,85206000006","1251955,90207","894976,3719","435713,39467","168951,04488","46873,32552","3759,65827","37844,29977","144,31606","135,17396","164,93002","132,27993","147,26078","166,84132","167,78279","158,81097","212,03376","154,93879","158,70522","180,93218000000002","265,45619","216,77351","187,57641","289,78992","158,27659","131,09393","130,74128","125,51483","136,45582000000002","223,84244","448,75279","466,32158","338,94939999999997","209,36575","298,88257999999996","293,91498","117,64165","377,56","118,56","122,56","0,0","119,56","340,56","345,56","155,56","115,56","116,56","117,56","0,0","158,56","219,56","180,56","165,56","134,56","135,56","143,56","147,56","292,56","312,56","461,56","892,56","254,56","123,56","119,56","128,56","229,56","279,56","419,56","864,56","245,56","3,8359079261350006E7","1,6318822535880001E7","7151723,677449999","2176215,05503","418948,96981","351335,00331","389,56","26908,885400000003","23004,46471","11725,93245","4182,0539","693,5242700000001","420,18475","135123,22375","90992,91877999999","44426,42441","14230,224479999999","2497,05056","1008,74081","140884,38397","58017,53829","18117,86114","4912,334320000001","864,99755","2233,977","35077,38505","25786,53279","9158,51642","1133,81041","234,69385","961,48469","192152,60939","82281,11755","24132,214630000002","5175,2040400000005","2438,64558","322,47677999999996","529688,24756","279624,33211","107102,70905","29175,387160000002","6270,6718200000005","4488,62403","270844,97317","246976,4871","119189,57771","46070,40275","9985,82453","9360,86629","305288,29927","266382,95706","150403,46547999998","49203,39425","11062,33563","14639,66078","153701,70486","88116,39882999999","65047,46079","18389,241140000002","6022,2669000000005","3722,77716","68787,32172","55518,02422","35751,473999999995","11549,0366","3224,59419","2478,60363","30917,57238","26709,290490000003","15722,473030000001","6305,703390000001","1779,7800399999999","1393,60565","558351,2182400001","436382,9906","266581,1933","85103,69537999999","21745,29676","21890,967210000003",34
Ariquemes,RO,"114,76097","1051,13294","4774,741290000001","446,1613","9848,26449","3227823,65447","1269,56","1055,56","115,56","117,41944000000001","115,86623","114,85996","0,0","119,02563","123,36522000000001","124,67736000000001","133,48258","132,87508","122,0504","156,20797","182,01345","145,86784","151,23476","182,5426","219,36383999999998","219,36383999999998","146,63238","146,63238","115,94201","115,94201","149,07881","149,07881","1260153,8645700002","404892,2942","752413,3931400001","381204,31799","339885,83606","62410,186129999995","1774,69066","25890,99173","161,64602","172,44217","219,52819","149,41811","159,46064","239,72553","194,90805","169,14495","249,493","172,01691","179,71746000000002","187,32425","309,93862","175,02997","179,4019","239,87187","154,87018","153,14108","127,11216","137,74859","170,98497","285,61698","522,0594699999999","643,63346","489,22979","235,82015","394,89945","258,85341000000005","130,57013","322,56","0,0","142,56","0,0","0,0","264,56","264,56","192,56","116,56","120,56","122,56","0,0","127,56","200,56","175,56","173,56","144,56","118,56","118,56","125,56","178,56","206,56","313,56","808,56","201,56","115,56","115,56","119,56","153,56","175,56","243,56","749,56","184,56","8978429,093770001","8491990,89587","5939422,648269999","4570107,5773","543714,1907500001","347286,69789","350,56","9031,33665","20929,31909","5715,1765000000005","8061,348840000001","980,3599900000002","416,41327","35340,67943","64196,72097999999","89626,16888","73043,4487","8014,63467","3645,2963999999997","57992,15077","3630,83118","50233,7805","12131,64913","1780,57009","3142,70638","1687,36996","4327,11512","1539,809","1173,2122699999998","294,16669","205,53451","16384,689980000003","20882,19481","10489,90981","7822,85856","917,56216","1032,34651","119977,98677","113507,94116999999","157146,60468","101774,2775","11529,0536","7984,057070000001","119001,89097","151327,08456","102741,2151","140968,17903","19551,97619","12331,12689","28947,51263","138599,65868","142840,43834","137542,6162","15910,35111","13449,80447","53034,04865","85854,34102","90761,25744","60113,66345","14084,460799999999","3954,17741","26824,936520000003","26049,90506","30444,4781","37755,75601","5125,6598300000005","2838,42649","4729,83791","17284,38296","15250,253719999999","18325,95907","2564,91973","2146,2700600000003","113192,6557","267444,60771999997","278952,74759","253394,31472999998","37341,71148","22044,99842",99
Jaru,RO,"114,79188","691,71263","2603,54157","345,65616","6916,286940000001","1571967,5200800002","497,56","342,56","115,56","115,24615","116,48324000000001","115,23709000000001","0,0","117,84648","114,86079000000001","117,17313","117,47392","143,632","118,4334","138,51219","171,45759","127,97855","135,66547","149,08402","179,02606","179,02606","144,81581","144,81581","119,33751000000001","119,33751000000001","148,53477","148,53477","321346,00237","56564,32622","706150,4734100001","189376,7883","209111,81775","58881,78475","5853,51187","25484,73541","134,16595","149,75066","169,35662","134,4974","147,03442","196,88792","167,61068","147,52048","200,57116000000002","153,62353000000002","170,90826","163,62559","259,03738","154,28992","151,40761","191,13753000000003","140,15984","133,0961","120,95612","121,98723","137,15092","195,11020000000002","384,7562","421,51644","454,86646","193,51373999999998","228,73207000000002","153,586","119,25436","295,56","0,0","123,56","115,56","124,56","236,56","246,56","162,56","119,56","120,56","125,56","0,0","137,56","164,56","169,56","161,56","134,56","0,0","0,0","123,56","138,56","143,56","178,56","284,56","201,56","0,0","0,0","0,0","115,56","118,56","143,56","245,56","177,56","2380336,7543900004","7163088,8595199995","3016309,5691","2811170,3373600002","512924,90735","374861,14101","305,56","2478,46801","17671,99707","2958,7552","5002,7221","931,3213900000001","440,38823","9453,28287","54168,44091","45571,78565","44973,96638","7567,177340000001","3925,72815","15458,36708","3080,56646","25566,90907","7506,411079999999","1686,20789","3383,21949","531,52436","3667,8882399999998","838,3528799999999","765,7493099999999","283,99383","212,76024","4427,900140000001","17632,24732","5383,5371000000005","4856,02396","872,08042","1105,24249","31891,302460000003","95762,9","79861,0999","62646,63284","10882,540869999999","8609,09859","31632,531750000002","127663,68865","52232,07947","86755,25683","18451,04807","13301,438129999999","7758,403790000001","116927,99008999999","72595,91229","84648,15335","15015,68331","14508,967630000001","14143,93499","72436,8388","46148,22459","37020,70532","13293,21075","4259,1423","7195,692070000001","21991,257530000003","15517,187080000002","23268,096800000003","4841,83298","3054,77191","1338,10668","14597,460569999997","7801,01155","11316,60306","2426,1322600000003","2307,64036","30092,45753","225609,867","141718,65550999998","155909,87853","35233,17928999999","23786,842200000003",108
Rio Branco,AC,"114,65667","1104,2355","10352,06617","445,44134","4134,00429","1330073,65403","1561,56","1107,56","115,56","115,14135","114,67853000000001","114,75291","114,74506","115,63785","116,24894","116,72809000000001","118,41703","118,83358","123,08366000000001","141,64659","154,44383","142,55234000000002","150,69774999999998","178,69009","187,61952","187,61952","165,12076000000002","165,12076000000002","119,57481","119,57481","207,85744","207,85744","43897,66115","83070,15163","422314,94419999997","366812,64917","245801,74901","96925,99292","6235,651620000001","65816,77433999999","168,4109","166,53141","220,38231000000002","167,17606999999998","208,41435","207,3606","187,13616000000002","202,00249000000002","274,57865000000004","181,09976","196,81015000000002","169,94349","318,73339999999996","161,77471","174,16425","221,37896","157,1945","164,04792","140,68144","133,77331","150,67397","288,13115","566,69566","652,0998299999999","460,66069","285,71409","447,51523","247,84618","120,73931","377,56","116,56","182,56","117,56","118,56","310,56","314,56","215,56","115,56","148,56","149,56","0,0","166,56","185,56","192,56","171,56","205,56","118,56","118,56","127,56","215,56","245,56","290,56","851,56","395,56","117,56","117,56","126,56","188,56","211,56","253,56","647,56","246,56","1488206,5425500001","3895602,54347","5203229,1877","3861378,57147","1602152,68799","1426360,1192400001","450,56","1556,07527","9271,65808","7128,07358","5313,3161900000005","2116,5233200000002","2228,73252","5603,707620000001","32591,46194","58432,049699999996","64831,06562999999","16840,005480000003","18771,794690000002","6171,41344","13735,897269999998","11538,03362","4976,659530000001","913,57214","4513,386770000001","1089,0324","2421,01669","685,9045699999999","1425,47453","470,34683","584,05832","3893,3062999999997","11275,282","12996,48977","11392,482479999999","6268,14328","8290,008259999999","17855,29504","68837,07598","90322,31124","87480,75835","26150,35107","33929,740549999995","7857,584870000001","45013,86057","104902,68772999999","92930,02357","40146,29147","31467,372210000005","13689,22868","88773,47123","109708,81174","112321,60246","47680,62684","32820,66448","10063,86307","58316,635449999994","110554,47615","99050,7368","35496,21898","35670,172379999996","2633,97168","19116,31824","24779,308360000003","27533,569260000004","13273,81589","6814,52699","1720,81809","6342,068230000001","12493,19284","14645,74604","5600,807140000001","4101,16813","27764,201530000002","172204,81316","257192,10908999998","253207,97456","101707,78885","79062,85199",114
