Material,UndDoItem,QtdePedida,QtdePedUnd,QtdeAtendida,QtdeAtendUnd,DtCriacao,DtEntrada,Custo,data_extracao,codigo_loja
1033614,"15,00","24,00","12,00","15,00","12,00",20220704,20220709,"40,85",20220805,48
1033600,"15,00","24,00","12,00","15,00","12,00",20220708,20220716,"44,6",20220805,14
3129894,"43,00","202,00","17,00","193,00","17,00",20220704,20220713,"29,98",20220805,35
3137222,"25,00","34,00","12,00","25,00","12,00",20220714,20220720,"41,739999999999995",20220805,35
3145760,"25,00","34,00","12,00","25,00","12,00",20221013,20221018,"25,49",20221019,83
3109862,"30,00","192,00","21,00","183,00","21,00",20220823,00000000,"24,38",20220906,46
3121863,"14,00","26,00","15,00","17,00","15,00",20220820,20220827,"79,69",20220906,17
3122490,"29,00","38,00","12,00","29,00","12,00",20220827,20220903,"24,56",20220906,34
3149272,"19,00","28,00","12,00","19,00","12,00",20220720,20220725,"26,58",20220805,52
1032195,"19,00","28,00","12,00","19,00","12,00",20220718,20220722,"25,88",20220805,9
3114799,"14,00","29,00","18,00","20,00","18,00",20221004,00000000,"152,63",20221019,21
3144660,"25,00","34,00","12,00","25,00","12,00",20220921,20220930,"24,58",20221019,60
3133258,"25,00","34,00","12,00","25,00","12,00",20220927,00000000,"24,6",20221019,65
3118491,"14,00","26,00","15,00","17,00","15,00",20221005,00000000,"64,64",20221019,97
3139111,"14,00","23,00","12,00","14,00","12,00",20220924,20221008,"265,28",20221019,46
3148470,"19,00","28,00","12,00","19,00","12,00",20220822,20220831,"26,32",20220906,11
3129894,"43,00","652,00","32,00","643,00","32,00",20220902,20220909,"30,52",20221019,10
3127531,"37,00","310,00","23,00","301,00","23,00",20220926,20221007,"27,8",20221019,29
3146786,"19,00","28,00","12,00","19,00","12,00",20220915,20220928,"25,46",20221019,110
2989715,"14,00","26,00","15,00","17,00","15,00",20221014,20221018,"64,45",20221019,44
3100448,"37,00","46,00","12,00","37,00","12,00",20220926,20220930,"24,68",20221019,69
2864449,"37,00","118,00","15,00","109,00","15,00",20221016,00000000,"27,12",20221019,29
3107553,"19,00","28,00","12,00","19,00","12,00",20220919,20220923,"30,490000000000002",20221019,85
3113732,"37,00","934,00","49,00","925,00","49,00",20221004,20221010,"23,1",20221019,12
3137790,"25,00","34,00","12,00","25,00","12,00",20220713,20220730,"30,09",20220805,43
3145851,"14,00","24,00","13,00","15,00","13,00",20220709,20220719,"124,35000000000001",20220805,40
3118764,"19,00","28,00","12,00","19,00","12,00",20220722,20220726,"30,54",20220805,9
2855533,"14,00","23,00","12,00","0,00","0,00",20220721,00000000,"52,489999999999995",20220805,34
2992102,"25,00","34,00","12,00","25,00","12,00",20220709,20220722,"29,869999999999997",20220805,56
3132839,"23,00","32,00","12,00","23,00","12,00",20220830,20220903,"22,49",20220906,80
3122537,"29,00","86,00","15,00","77,00","15,00",20220831,00000000,"24,25",20220906,32
3113746,"109,00","2230,00","34,00","2221,00","34,00",20221004,20221010,"23,43",20221019,62
3149268,"52,00","61,00","12,00","52,00","12,00",20221009,20221013,"26,98",20221019,92
1032385,"19,00","28,00","12,00","19,00","12,00",20220918,20220922,"29,009999999999998",20221019,3
3135802,"21,00","30,00","12,00","21,00","12,00",20220920,20220926,"55,040000000000006",20221019,63
2886222,"33,00","42,00","12,00","33,00","12,00",20220702,20220722,"30,77",20220805,54
3144970,"29,00","38,00","12,00","29,00","12,00",20220809,20220813,"31,14",20220904,44
2987764,"19,00","88,00","22,00","79,00","22,00",20220824,20220831,"25,64",20220904,86
3116789,"14,00","23,00","12,00","14,00","12,00",20220808,20220812,"98,88000000000001",20220904,28
2998526,"19,00","28,00","12,00","19,00","12,00",20220725,20220731,"37,46",20220805,105
3134042,"19,00","28,00","12,00","19,00","12,00",20220801,00000000,"27,86",20220805,38
2974533,"14,00","23,00","12,00","14,00","12,00",20220917,20221004,"95,44",20221019,46
3136682,"29,00","38,00","12,00","29,00","12,00",20220831,00000000,"24,19",20220906,67
3147525,"14,00","23,00","12,00","14,00","12,00",20220813,20220817,"119,0",20220906,101
3138078,"19,00","28,00","12,00","19,00","12,00",20220705,20220714,"28,05",20220805,64
1032032,"14,00","23,00","12,00","0,00","0,00",20220718,00000000,"37,96",20220805,38
3135916,"25,00","34,00","12,00","25,00","12,00",20220728,20220803,"26,79",20220805,76
3125914,"28,00","37,00","12,00","28,00","12,00",20220722,20220727,"25,12",20220805,73
3137270,"25,00","46,00","13,00","37,00","13,00",20220726,20220801,"43,61",20220805,68
3151345,"31,00","58,00","13,00","49,00","13,00",20220926,20221001,"22,99",20221019,18
3116320,"25,00","46,00","13,00","37,00","13,00",20220930,20221014,"24,44",20221019,4
3126419,"14,00","24,00","13,00","15,00","13,00",20220919,20220923,"97,64",20221019,95
3133492,"29,00","38,00","12,00","29,00","12,00",20220912,20220915,"24,62",20221019,88
3141435,"37,00","46,00","12,00","37,00","12,00",20221013,20221018,"21,97",20221019,63
2987764,"19,00","28,00","12,00","19,00","12,00",20220921,20221001,"25,17",20221019,101
3133776,"14,00","25,00","14,00","15,00","13,00",20221003,20221006,"70,93",20221019,49
3130733,"19,00","28,00","12,00","19,00","12,00",20221006,00000000,"31,96",20221019,61
3127458,"19,00","28,00","12,00","19,00","12,00",20220914,20220919,"45,57",20221019,19
3125449,"19,00","28,00","12,00","19,00","12,00",20221013,20221018,"49,07",20221019,74
3121712,"14,00","23,00","12,00","14,00","12,00",20220705,20220711,"81,68",20220805,33
3135379,"17,00","26,00","12,00","17,00","12,00",20220724,00000000,"102,83",20220805,115
3129240,"25,00","34,00","12,00","25,00","12,00",20220714,20220721,"23,88",20220805,24
3129894,"43,00","1342,00","55,00","613,00","31,00",20220917,20220924,"30,8",20221019,1
3144570,"25,00","58,00","14,00","49,00","14,00",20220921,20220927,"25,15",20221019,80
2851568,"25,00","58,00","14,00","49,00","14,00",20220927,20220929,"32,28",20221019,16
3145241,"25,00","34,00","12,00","25,00","12,00",20220914,20221013,"23,509999999999998",20221019,84
3135879,"31,00","58,00","13,00","49,00","13,00",20221010,00000000,"23,09",20221019,71
2989716,"14,00","23,00","12,00","14,00","12,00",20221005,00000000,"53,68000000000001",20221019,96
3136765,"14,00","23,00","12,00","14,00","12,00",20221004,20221014,"49,67",20221019,37
3146456,"19,00","28,00","12,00","19,00","12,00",20220807,20220812,"60,14",20220904,101
1033177,"19,00","28,00","12,00","19,00","12,00",20220824,20220829,"29,35",20220904,24
3125797,"16,00","28,00","13,00","19,00","13,00",20220716,20220727,"88,3",20220805,17
